,priogrid
2496,127358
2497,59977
2498,125513
2499,164768
2500,218008
2501,224471
2502,188859
2503,197064
2504,231888
2505,202153
2506,223091
2507,228160
2508,100314
2509,125488
2510,236333
2511,210470
2512,216583
2513,221688
2514,99601
2515,192710
2516,232402
2517,188115
2518,220399
2519,123362
2520,221823
2521,200523
2522,217655
2523,223758
2524,225990
2525,201503
2526,163225
2527,177705
2528,101410
2529,228664
2530,236296
2531,173299
2532,230370
2533,223358
2534,223361
2535,218709
2536,207812
2537,220154
2538,97800
2539,194310
2540,218698
2541,228157
2542,93496
2543,203497
2544,224009
2545,212316
2546,159269
2547,89172
2548,220165
2549,214474
2550,197020
2551,171122
2552,234850
2553,247878
2554,92051
2555,74875
2556,214676
2557,221487
2558,93480
2559,211826
2560,218570
2561,223077
2562,235309
2563,205112
2564,209384
2565,216528
2566,186123
2567,181862
2568,88444
2569,233205
2570,225961
2571,235558
2572,216785
2573,227651
2574,78726
2575,224233
2576,227501
2577,156457
2578,181599
2579,187413
2580,235222
2581,232762
2582,175427
2583,197696
2584,211821
2585,233127
2586,220119
2587,225355
2588,215851
2589,217283
2590,220147
2591,216657
2592,104319
2593,226721
2594,211536
2595,218022
2596,222429
2597,235559
2598,218681
2599,117974
2600,166197
2601,165417
2602,234617
2603,97456
2604,228932
2605,227419
2606,214413
2607,194254
2608,228889
2609,185346
2610,161482
2611,239174
2612,234607
2613,214347
2614,240665
2615,236630
2616,228000
2617,133753
2618,193165
2619,226631
2620,214653
2621,233148
2622,231686
2623,91669
2624,219407
2625,225135
2626,197069
2627,125514
2628,231005
2629,198620
2630,229062
2631,93538
2632,230972
2633,216566
2634,159691
2635,220482
2636,224532
2637,226506
2638,159884
2639,134164
2640,207581
2641,207956
2642,199873
2643,221132
2644,215357
2645,223532
2646,214527
2647,126939
2648,215240
2649,221084
2650,228352
2651,203892
2652,224363
2653,204876
2654,199182
2655,105031
2656,227612
2657,223762
2658,89879
2659,199096
2660,160723
2661,222919
2662,242852
2663,234899
2664,220952
2665,215389
2666,194811
2667,206548
2668,189562
2669,181267
2670,201323
2671,228421
2672,225431
2673,142436
2674,215180
2675,114040
2676,221856
2677,232043
2678,226288
2679,192383
2680,243532
2681,197078
2682,237081
2683,184509
2684,191889
2685,230282
2686,137050
2687,211530
2688,210717
2689,236021
2690,100714
2691,225907
2692,225816
2693,197655
2694,221911
2695,239946
2696,221973
2697,244262
2698,214482
2699,191884
2700,189028
2701,211828
2702,97805
2703,229623
2704,239226
2705,190531
2706,229680
2707,213012
2708,224568
2709,196349
2710,89189
2711,227936
2712,210113
2713,214007
2714,221522
2715,224797
2716,225477
2717,219994
2718,198143
2719,220990
2720,193320
2721,222213
2722,195621
2723,201779
2724,228631
2725,161113
2726,205669
2727,215670
2728,198154
2729,229448
2730,230384
2731,234537
2732,226543
2733,214454
2734,218224
2735,219987
2736,121247
2737,208041
2738,218121
2739,84130
2740,201440
2741,140630
2742,241369
2743,225910
2744,129800
2745,224598
2746,234531
2747,187015
2748,83412
2749,202965
2750,225754
2751,215195
2752,201484
2753,217327
2754,172668
2755,93542
2756,212195
2757,197512
2758,244978
2759,226192
2760,171933
2761,94193
2762,223849
2763,216152
2764,222203
2765,231992
2766,215225
2767,221421
2768,227307
2769,148562
2770,87753
2771,105121
2772,232334
2773,170418
2774,222206
2775,223919
2776,90643
2777,236072
2778,205428
2779,225235
2780,225779
2781,216666
2782,215241
2783,235917
2784,211635
2785,215414
2786,105762
2787,197777
2788,230968
2789,230807
2790,191256
2791,224109
2792,216836
2793,225192
2794,192622
2795,70788
2796,231162
2797,200268
2798,240417
2799,233858
2800,221181
2801,183325
2802,194287
2803,206811
2804,227606
2805,184093
2806,246465
2807,213598
2808,218018
2809,233831
2810,222629
2811,68630
2812,224364
2813,228116
2814,234895
2815,207179
2816,221683
2817,110073
2818,206888
2819,128793
2820,248630
2821,219026
2822,207190
2823,230593
2824,80146
2825,218097
2826,215812
2827,220818
2828,194917
2829,193870
2830,218222
2831,194906
2832,232389
2833,206124
2834,204663
2835,234645
2836,122336
2837,206545
2838,213988
2839,182704
2840,189522
2841,175827
2842,225200
2843,198515
2844,229621
2845,232399
2846,206761
2847,174117
2848,217179
2849,223003
2850,224866
2851,202129
2852,124821
2853,205747
2854,195699
2855,198586
2856,209318
2857,210922
2858,235332
2859,198952
2860,216882
2861,205066
2862,221504
2863,223877
2864,219530
2865,158231
2866,50632
2867,210448
2868,160746
2869,230188
2870,166176
2871,203922
2872,177718
2873,225134
2874,137014
2875,219556
2876,205391
2877,203990
2878,198486
2879,242801
2880,207994
2881,190222
2882,220192
2883,214398
2884,194844
2885,216014
2886,101447
2887,95279
2888,233219
2889,227269
2890,179024
2891,201115
2892,235327
2893,244251
2894,190633
2895,192773
2896,190574
2897,224248
2898,230538
2899,194912
2900,115446
2901,113248
2902,215352
2903,188375
2904,236693
2905,220794
2906,229763
2907,129115
2908,114035
2909,122999
2910,87776
2911,221125
2912,157483
2913,149614
2914,181230
2915,248604
2916,156416
2917,223738
2918,205056
2919,120869
2920,162161
2921,184442
2922,191008
2923,207771
2924,233070
2925,229093
2926,83739
2927,242073
2928,233810
2929,184871
2930,165482
2931,220141
2932,223716
2933,178295
2934,219514
2935,224801
2936,219654
2937,223737
2938,184862
2939,223739
2940,222302
2941,207487
2942,228925
2943,223711
2944,77287
2945,206396
2946,223803
2947,225123
2948,189078
2949,225818
2950,196320
2951,216550
2952,242074
2953,144209
2954,222346
2955,226488
2956,93539
2957,183718
2958,221950
2959,179026
2960,219704
2961,219089
2962,211527
2963,226889
2964,215922
2965,141014
2966,216026
2967,212246
2968,176284
2969,224084
2970,178316
2971,169663
2972,205844
2973,245711
2974,220283
2975,219680
2976,211583
2977,225397
2978,224826
2979,203447
2980,180869
2981,86271
2982,216838
2983,225362
2984,133761
2985,242799
2986,207966
2987,218050
2988,236711
2989,201312
2990,200829
2991,221169
2992,242059
2993,129842
2994,229531
2995,220069
2996,239589
2997,236007
2998,213961
2999,231309
3000,210411
3001,179870
3002,225805
3003,214048
3004,145332
3005,236688
3006,174056
3007,218006
3008,223312
3009,207106
3010,238969
3011,208692
3012,240651
3013,215151
3014,194086
3015,177644
3016,224688
3017,71936
3018,187044
3019,82020
3020,62145
3021,188372
3022,184865
3023,193461
3024,195270
3025,231527
3026,213586
3027,239164
3028,215184
3029,92781
3030,208484
3031,217506
3032,212288
3033,53496
3034,223909
3035,221151
3036,218615
3037,225055
3038,217233
3039,168334
3040,201836
3041,216760
3042,221099
3043,242812
3044,215883
3045,184917
3046,199923
3047,215170
3048,230088
3049,241371
3050,214460
3051,189193
3052,184911
3053,231712
3054,208184
3055,217583
3056,193414
3057,230600
3058,224424
3059,211055
3060,198155
3061,246449
3062,228297
3063,231080
3064,192643
3065,155688
3066,239931
3067,230093
3068,186778
3069,124438
3070,228279
3071,217968
3072,102871
3073,168238
3074,197725
3075,226083
3076,189551
3077,192059
3078,190947
3079,89170
3080,214724
3081,233778
3082,220364
3083,87721
3084,213599
3085,175504
3086,217871
3087,196261
3088,179780
3089,212757
3090,207931
3091,235982
3092,131644
3093,54935
3094,89223
3095,221527
3096,183402
3097,219084
3098,95647
3099,193570
3100,235913
3101,179025
3102,192420
3103,233162
3104,90252
3105,180190
3106,217989
3107,214612
3108,230456
3109,207178
3110,224145
3111,231759
3112,238441
3113,215480
3114,221601
3115,212057
3116,234128
3117,92382
3118,124045
3119,87352
3120,109687
3121,133442
3122,108247
3123,119767
3124,140610
3125,139880
3126,79418
3127,203888
3128,226520
3129,64781
3130,158956
3131,216370
3132,220090
3133,151059
3134,223691
3135,126630
3136,165479
3137,237785
3138,134498
3139,165489
3140,222560
3141,223982
3142,225353
3143,245696
3144,210105
3145,220375
3146,228862
3147,223911
3148,128337
3149,227231
3150,129143
3151,63339
3152,222310
3153,225371
3154,139884
3155,235646
3156,239522
3157,190683
3158,128667
3159,129447
3160,157468
3161,238907
3162,196293
3163,216082
3164,218869
3165,225935
3166,186247
3167,86305
3168,231647
3169,244298
3170,199312
3171,167542
3172,241389
3173,221139
3174,218946
3175,214417
3176,186857
3177,229153
3178,241043
3179,194206
3180,218531
3181,197782
3182,166203
3183,226810
3184,107207
3185,194557
3186,233108
3187,81590
3188,171861
3189,109648
3190,126934
3191,188798
3192,194957
3193,200677
3194,190977
3195,238183
3196,114691
3197,188449
3198,131988
3199,171851
3200,113014
3201,228949
3202,229010
3203,174105
3204,242842
3205,204654
3206,217393
3207,205399
3208,198519
3209,181976
3210,185600
3211,229886
3212,228342
3213,232696
3214,221719
3215,217354
3216,235639
3217,231955
3218,208480
3219,228821
3220,94918
3221,219500
3222,187737
3223,190251
3224,238507
3225,187342
3226,166482
3227,185615
3228,195033
3229,140606
3230,184096
3231,181206
3232,184807
3233,69338
3234,180591
3235,115469
3236,209206
3237,171214
3238,199597
3239,213707
3240,126589
3241,193838
3242,196704
3243,166145
3244,223423
3245,201489
3246,207034
3247,204150
3248,142049
3249,214247
3250,226174
3251,218715
3252,230970
3253,202678
3254,184492
3255,221682
3256,188829
3257,222205
3258,224631
3259,217338
3260,181286
3261,200610
3262,124074
3263,197893
3264,169336
3265,238486
3266,217305
3267,55660
3268,234892
3269,167964
3270,223673
3271,224624
3272,114745
3273,142448
3274,230274
3275,191210
3276,96716
3277,188054
3278,108614
3279,235563
3280,188484
3281,118299
3282,200697
3283,214523
3284,184436
3285,206063
3286,208235
3287,221711
3288,129100
3289,194815
3290,117287
3291,160722
3292,162914
3293,203715
3294,228946
3295,180170
3296,202747
3297,195354
3298,212925
3299,186249
3300,212889
3301,164724
3302,231953
3303,218988
3304,97096
3305,124461
3306,171118
3307,195263
3308,166853
3309,111103
3310,139887
3311,105757
3312,84871
3313,224558
3314,199812
3315,57090
3316,237435
3317,228751
3318,218602
3319,207954
3320,89161
3321,206149
3322,137019
3323,192857
3324,187772
3325,226591
3326,209983
3327,170078
3328,204861
3329,112602
3330,70074
3331,83052
3332,175108
3333,88094
3334,138461
3335,89508
3336,221164
3337,75834
3338,229038
3339,221813
3340,188993
3341,214324
3342,238150
3343,178735
3344,75815
3345,223063
3346,89169
3347,91372
3348,168269
3349,97790
3350,110367
3351,212969
3352,205390
3353,220278
3354,146000
3355,214321
3356,190921
3357,206107
3358,198156
3359,222369
3360,110804
3361,225065
3362,126250
3363,108980
3364,133432
3365,195035
3366,87011
3367,230936
3368,221716
3369,221726
3370,213696
3371,197192
3372,137020
3373,186639
3374,166804
3375,196029
3376,82738
3377,180136
3378,238506
3379,242810
3380,227362
3381,208631
3382,164754
3383,227225
3384,222276
3385,222635
3386,215884
3387,158253
3388,142799
3389,186263
3390,205823
3391,238082
3392,223793
3393,216521
3394,192809
3395,217815
3396,92780
3397,230505
3398,208296
3399,228239
3400,221602
3401,225752
3402,124781
3403,219698
3404,191662
3405,208179
3406,113298
3407,184081
3408,229783
3409,199119
3410,207745
3411,236721
3412,199793
3413,96381
3414,90950
3415,90240
3416,185433
3417,179742
3418,171202
3419,220798
3420,159300
3421,193076
3422,104628
3423,203875
3424,240333
3425,193567
3426,191001
3427,213623
3428,172649
3429,182714
3430,183770
3431,203168
3432,199319
3433,215481
3434,228825
3435,162929
3436,231020
3437,215009
3438,133098
3439,220053
3440,237793
3441,57810
3442,233869
3443,221446
3444,110784
3445,137759
3446,186261
3447,239945
3448,87036
3449,197800
3450,112556
3451,134171
3452,168254
3453,198939
3454,228285
3455,102869
3456,134480
3457,193826
3458,233928
3459,97824
3460,110424
3461,73435
3462,202949
3463,214481
3464,219525
3465,128420
3466,121223
3467,237060
3468,84487
3469,123385
3470,174822
3471,232041
3472,240331
3473,219722
3474,188400
3475,223111
3476,224251
3477,223787
3478,221734
3479,175469
3480,211053
3481,232038
3482,185620
3483,93518
3484,196765
3485,206467
3486,173997
3487,221559
3488,213926
3489,181857
3490,183377
3491,212301
3492,216443
3493,182685
3494,71994
3495,194295
3496,186830
3497,174103
3498,197178
3499,189787
3500,180135
3501,218769
3502,197465
3503,215140
3504,210835
3505,194168
3506,203670
3507,81301
3508,183396
3509,165437
3510,200735
3511,173280
3512,122624
3513,94577
3514,126661
3515,172576
3516,185913
3517,145327
3518,216578
3519,171524
3520,232488
3521,231262
3522,217374
3523,180873
3524,207782
3525,201067
3526,212198
3527,57091
3528,175505
3529,183786
3530,237764
3531,181967
3532,117235
3533,229172
3534,216540
3535,228712
3536,227361
3537,221272
3538,149999
3539,134139
3540,176239
3541,133450
3542,173342
3543,69340
3544,202181
3545,189972
3546,222689
3547,129470
3548,128416
3549,212920
3550,214649
3551,210680
3552,120529
3553,223031
3554,192170
3555,200990
3556,89182
3557,231029
3558,218036
3559,179821
3560,175844
3561,151036
3562,116565
3563,189053
3564,89880
3565,227955
3566,234562
3567,238260
3568,196925
3569,182021
3570,105349
3571,219297
3572,93833
3573,127320
3574,209269
3575,231065
3576,115139
3577,216533
3578,87040
3579,169025
3580,230104
3581,70785
3582,186951
3583,96733
3584,194766
3585,84163
3586,119386
3587,223692
3588,223945
3589,227917
3590,208893
3591,215497
3592,171200
3593,129440
3594,198204
3595,225238
3596,195257
3597,222796
3598,228150
3599,226759
3600,146768
3601,177003
3602,199079
3603,103189
3604,106097
3605,221943
3606,211810
3607,95683
3608,165421
3609,226032
3610,130875
3611,188405
3612,215008
3613,192400
3614,231735
3615,238160
3616,238465
3617,207937
3618,137733
3619,165751
3620,203582
3621,206468
3622,219580
3623,185927
3624,221930
3625,138451
3626,135569
3627,210127
3628,220162
3629,181129
3630,211518
3631,118659
3632,187059
3633,204666
3634,242798
3635,205729
3636,203245
3637,167958
3638,234612
3639,199130
3640,174066
3641,179877
3642,223156
3643,205434
3644,163938
3645,184508
3646,130522
3647,196770
3648,218577
3649,219826
3650,186652
3651,198412
3652,183760
3653,208555
3654,210711
3655,210755
3656,165407
3657,182019
3658,163270
3659,121170
3660,199159
3661,210363
3662,154646
3663,181598
3664,102521
3665,196244
3666,142775
3667,181923
3668,201084
3669,188426
3670,208937
3671,153210
3672,195730
3673,172667
3674,190272
3675,186255
3676,172979
3677,193829
3678,120095
3679,207860
3680,238878
3681,198453
3682,212154
3683,180158
3684,201030
3685,196238
3686,203177
3687,181604
3688,192433
3689,227647
3690,194135
3691,180160
3692,198451
3693,53497
3694,207491
3695,194133
3696,108957
3697,162193
3698,157128
3699,204841
3700,196063
3701,107905
3702,207738
3703,175839
3704,191970
3705,176280
3706,182735
3707,166819
3708,196955
3709,128368
3710,189774
3711,176139
3712,51343
3713,194094
3714,195728
3715,225839
3716,212872
3717,199824
3718,209650
3719,190232
3720,213629
3721,198929
3722,182345
3723,204875
3724,184504
3725,208548
3726,189165
3727,123319
3728,201267
3729,99986
3730,174814
3731,224029
3732,146375
3733,165376
3734,201284
3735,195992
3736,117251
3737,192416
3738,212201
3739,172250
3740,103240
3741,220108
3742,226597
3743,186963
3744,225872
3745,189135
3746,182301
3747,123046
3748,105353
3749,195249
3750,219552
3751,224152
3752,247901
3753,192883
3754,221544
3755,112606
3756,90246
3757,175468
3758,128367
3759,194627
3760,224234
3761,229780
3762,179818
3763,121172
3764,211079
3765,210718
3766,247172
3767,190700
3768,99262
3769,99951
3770,170386
3771,102848
3772,174418
3773,226561
3774,215791
3775,228004
3776,208439
3777,225122
3778,68383
3779,225873
3780,131250
3781,205577
3782,220789
3783,228007
3784,89200
3785,222275
3786,202681
3787,62143
3788,228750
3789,184799
3790,170429
3791,192128
3792,228043
3793,174060
3794,226600
3795,227283
3796,224393
3797,217879
3798,82710
3799,229488
3800,202968
3801,95700
3802,228723
3803,198471
3804,189559
3805,92807
3806,174743
3807,172246
3808,191996
3809,230912
3810,232342
3811,145659
3812,198467
3813,211080
3814,211478
3815,186968
3816,216457
3817,199872
3818,220809
3819,222997
3820,227987
3821,166153
3822,178396
3823,201328
3824,91369
3825,227997
3826,194182
3827,213956
3828,79428
3829,206770
3830,186958
3831,162917
3832,214418
3833,228042
3834,215790
3835,199132
3836,202930
3837,85905
3838,103196
3839,177993
3840,227265
3841,130557
3842,145240
3843,174416
3844,217929
3845,217225
3846,222271
3847,176916
3848,219324
3849,207827
3850,194837
3851,205361
3852,220075
3853,230914
3854,220929
3855,197027
3856,187600
3857,134853
3858,185244
3859,228323
3860,104326
3861,125547
3862,106779
3863,191694
3864,173697
3865,230189
3866,57093
3867,173675
